Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Subject Area,Domain,Cluster,Description
English Language Arts,SL.8.4,8,8,8,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Present claims and findings (e.g., argument, narrative, response to literature presentations), emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation. CA
a. Plan and present a narrative that: establishes a context and point of view, presents a logical sequence, uses narrative techniques (e.g., dialogue, pacing, description, sensory language), uses a variety of transitions, and provides a conclusion that reflects the experience. CA"
English Language Arts,SL.8.5,8,8,8,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest."
English Language Arts,SL.8.6,8,8,8,English Language Arts (6-12),Speaking and Listening,Presentation of Knowledge and Ideas,"Standard:
Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate. (See grade 8 Language standards 1 and 3 for specific expectations.)"
English Language Arts,W.8.1,8,8,8,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write arguments to support claims with clear reasons and relevant evidence.
a. Introduce claim(s), acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.
b. Support claim(s) with logical reasoning and relevant evidence, using accurate, credible sources and demonstrating an understanding of the topic or text.
c. Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.
d. Establish and maintain a formal style.
e. Provide a concluding statement or section that follows from and supports the argument presented."
English Language Arts,W.8.10,8,8,8,English Language Arts (6-12),Writing,Range of Writing,"Standard:
Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
English Language Arts,W.8.2,8,8,8,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write informative/explanatory texts, including career development documents (e.g., simple
business letters and job applications), to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content. CA
a. Introduce a topic or thesis statement clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension. CA
b. Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.
c. Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
d. Use precise language and domain-specific vocabulary to inform about or explain the topic.
e. Establish and maintain a formal style.
f. Provide a concluding statement or section that follows from and supports the information or explanation presented."
English Language Arts,W.8.3,8,8,8,English Language Arts (6-12),Writing,Text Types and Purposes,"Standard:
Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.
a. Engage and orient the reader by establishing a context and point of view and introducing a narrator and/or characters; organize an event sequence that unfolds naturally and logically.
b. Use narrative techniques, such as dialogue, pacing, description, and reflection, to develop experiences, events, and/or characters.
c. Use a variety of transition words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events.
d. Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events.
e. Provide a conclusion that follows from and reflects on the narrated experiences or events."
English Language Arts,W.8.4,8,8,8,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)"
English Language Arts,W.8.5,8,8,8,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 8.)"
English Language Arts,W.8.6,8,8,8,English Language Arts (6-12),Writing,Production and Distribution of Writing,"Standard:
Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others."
English Language Arts,W.8.7,8,8,8,English Language Arts (6-12),Writing,Research to Build and Present Knowledge,"Standard:
Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
